identifier,pmid,doi,pmc,title,year,journal,publication_types,evidence_tier,what_it_measured,direction,classification_cardiac_plasma_source,verification_note,how_record_was_found
PMID:1819274,1819274,10.1016/s0006-291x(05)81267-7,,Mitogenic properties of a new endothelial cell growth factor related to pleiotrophin.,1991,Biochem Biophys Res Commun,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"Novel heparin-binding growth factor purified from bovine brain tissue, not plasma",not_applicable,irrelevant,,abstract_search
PMID:2025291,2025291,10.1016/s0006-291x(05)80255-4,,A new family of heparin-binding factors: strong conservation of midkine (MK) sequences between the human and the mouse.,1991,Biochem Biophys Res Commun,Comparative Study; Journal Article,irrelevant,"midkine mRNA/protein sequence, human/mouse; no PTN plasma measurement",not_applicable,irrelevant,,abstract_search
PMID:2049182,2049182,10.3109/08977199109000261,,"Isolation from bovine brain and structural characterization of HBNF, a heparin-binding neurotrophic factor.",1991,Growth Factors,"Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"HBNF/PTN protein isolated from bovine brain tissue, not plasma; not human",not_applicable,irrelevant,,abstract_search
PMID:1701634,1701634,10.1016/s0006-291x(05)81048-4,,Isolation of mouse and human cDNA clones encoding a protein expressed specifically in osteoblasts and brain tissues.,1990,Biochem Biophys Res Commun,Journal Article,irrelevant,"OSF-1/PTN mRNA in mouse osteoblasts, brain tissue, human osteosarcoma cell line and brain cDNA libraries",not_applicable,irrelevant,,abstract_search
PMID:1700712,1700712,10.1016/0006-291x(90)90753-a,,"Heparin-binding neurotrophic factor (HBNF) and MK, members of a new family of homologous, developmentally regulated proteins.",1990,Biochem Biophys Res Commun,Comparative Study; Journal Article,irrelevant,"rat HBNF cDNA/mRNA sequence, brain tissue and MK mRNA in mouse teratocarcinoma cells; not plasma, not human, not cardiac",not_applicable,irrelevant,,abstract_search
PMID:2170351,2170351,,,Molecular cloning of the 18-kDa growth-associated protein of developing brain.,1990,J Biol Chem,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",irrelevant,"HB-GAM protein/mRNA in rat brain tissue, not plasma, not cardiac",not_applicable,irrelevant,,abstract_search
PMID:2270483,2270483,10.1126/science.2270483,,Cloning and expression of a developmentally regulated protein that induces mitogenic and neurite outgrowth activity.,1990,Science,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",irrelevant,PTN protein purified from bovine uterus/rat brain tissue; mRNA in COS-7/NRK cells and tissues,not_applicable,irrelevant,,abstract_search
PMID:40002917,40002917,10.3390/biomedicines13020504,PMC11852821,Midkine Serum Levels in Inflammatory and Non-Inflammatory Dilated Cardiomyopathy.,2025,Biomedicines,Journal Article,midkine_comparator,"Serum MIDKINE (not PTN), 54 human heart-failure patients, inflammatory vs non-inflammatory dilated cardiomyopathy",not_applicable,irrelevant,Comparator only.,abstract_search
PMID:20350697,20350697,10.1016/j.cardfail.2009.12.014,,Serum midkine as a predictor of cardiac events in patients with chronic heart failure.,2010,J Card Fail,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",midkine_comparator,"Serum MIDKINE (not PTN), human chronic heart failure patients, predictor of cardiac events",up_vs_control,irrelevant,"Comparator: the structurally related family member HAS been measured in HF plasma prognostically. Establishes that the assay/study design is routine and PTN's absence is a gap, not an infeasibility.",abstract_search
PMID:21094842,21094842,10.1016/j.transproceed.2010.08.026,,Serum midkine is related to NYHA class and cystatin C in heart transplant recipients.,2010,Transplant Proc,Journal Article,midkine_comparator,"Serum MIDKINE (not PTN), human heart transplant recipients, related to NYHA class and cystatin C",up_vs_control,irrelevant,Comparator only.,abstract_search
PMID:39523983,39523983,10.1161/CIRCHEARTFAILURE.124.012434,PMC11753946,Comprehensive Proteomics Profiling Identifies Circulating Biomarkers to Distinguish Hypertrophic Cardiomyopathy From Other Cardiomyopathies With Left Ventricular Hypertrophy.,2024,Circ Heart Fail,Journal Article; Multicenter Study,plasma_ptn_cardiac_measured,"Plasma pleiotrophin, SomaScan 4979-protein assay; human HCM cases vs 3 control cardiomyopathies (hypertensive LVH, ATTR-CM, aortic stenosis)",down_vs_control,contradicting,"PTN significantly LOWER in HCM across all 3 comparisons in training and test sets, retained after adjustment for 19 clinical parameters. Controls are other LVH diseases, not healthy.",fulltext_scan
PMID:35861824,35861824,10.1161/JAHA.121.025935,PMC9707839,Candidate Plasma Biomarkers to Detect Anthracycline-Related Cardiomyopathy in Childhood Cancer Survivors: A Case Control Study in the Dutch Childhood Cancer Survivor Study.,2022,J Am Heart Assoc,"Journal Article; Research Support, Non-U.S. Gov't",plasma_ptn_cardiac_measured,"Plasma pleiotrophin, Olink PEA (276 proteins), 28 anthracycline-cardiomyopathy cases vs 29 anthracycline-treated controls (LVEF>=53%), childhood cancer survivors",up_vs_control,supporting,"PTN significantly higher, q<0.1, robust to NT-proBNP adjustment; but selected in only 18% of elastic-net folds and NOT different between ACMP and genetic DCM.",abstract_search
PMID:28885394,28885394,10.1097/MCA.0000000000000556,,Pleiotrophin levels are associated with improved coronary collateral circulation.,2018,Coron Artery Dis,Journal Article,plasma_ptn_cardiac_measured,"Serum pleiotrophin, commercial human ELISA, 88 patients with chronic total coronary occlusion (good vs poor collaterals)",up_vs_control,supporting,"690.1+/-187.9 vs 415.3+/-165.9 ng/mL, good vs poor collaterals, P<0.001. NO heart-failure or healthy-control comparison; contrast is collateral grade, not disease vs health.",abstract_search
PMID:21685905,21685905,10.1038/nbt.1899,PMC3366591,A pipeline that integrates the discovery and verification of plasma protein biomarkers reveals candidate markers for cardiovascular disease.,2011,Nat Biotechnol,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Validation Study",plasma_ptn_cardiac_measured,"Pleiotrophin in coronary sinus + peripheral plasma, discovery MS and western blot, human planned myocardial infarction (septal ablation)",up_vs_control,contradicting,"PTN release detected, but cardiac catheterisation ALONE also changed PTN; authors eliminated PTN as not specific to myocardial injury.",fulltext_scan
PMID:41738315,41738315,10.1002/ijgo.70907,PMC13377318,Diminished pleiotrophin as a new clue to pre-eclampsia: Linking impaired angiogenesis to adverse outcomes.,2026,Int J Gynaecol Obstet,Journal Article,plasma_ptn_measured_noncardiac,"Serum PTN, human, in pre-eclampsia vs healthy pregnant controls",down_vs_control,irrelevant,,abstract_search
PMID:41740952,41740952,10.1055/a-2820-4095,,Pleiotrophin Promotes Megakaryocyte Differentiation and Thrombocytopoiesis by Regulating PTPRZ1-Fyn-Akt Signaling in Thrombocytopenia after Allo-HSCT.,2026,Thromb Haemost,Journal Article,plasma_ptn_measured_noncardiac,Plasma PTN measured by ELISA in human HSCT patients (thrombocytopenic vs non-thrombocytopenic) and healthy donors,down_vs_control,irrelevant,,abstract_search
PMID:42063204,42063204,10.1093/gerona/glag111,PMC13242929,Effects of a short-term multicomponent functional exercise program on the serum proteome: an exploratory study in hospitalized older adults.,2026,J Gerontol A Biol Sci Med Sci,Journal Article; Randomized Controlled Trial,plasma_ptn_measured_noncardiac,"Pleiotrophin (PTN), serum, Olink proteomics panel, human hospitalized older adults",up_vs_control,irrelevant,,abstract_search
PMID:42149205,42149205,10.1007/s00431-026-06981-9,PMC13183709,Evidence of the role of Midkine and Pleiotrophin in the pathogenesis of Familial Mediterranean Fever.,2026,Eur J Pediatr,Journal Article,plasma_ptn_measured_noncardiac,"Serum PTN protein (ELISA) and mRNA in blood, human FMF patients vs controls",no_difference,irrelevant,,abstract_search
PMID:42193935,42193935,10.3390/cells15100927,PMC13204032,Pleiotrophin in Mammary Gland Development and Breast Cancer: A Comprehensive Review of the Evidence.,2026,Cells,Journal Article; Review,plasma_ptn_measured_noncardiac,"Serum PTN protein, human, breast cancer patients vs healthy controls",up_vs_control,irrelevant,,abstract_search
PMID:41595776,41595776,10.3390/biomedicines14010242,PMC12838815,Direct Relationship Between Heparin Binding to Midkine and Pleiotrophin and the Development of Acute Deep Vein Thrombosis.,2026,Biomedicines,Journal Article,plasma_ptn_measured_noncardiac,"Serum PTN (and MK, HP) measured by ELISA in human patients with acute DVT vs healthy controls",up_vs_control,irrelevant,,abstract_search
PMID:42301613,42301613,10.1007/s11357-026-02356-y,,Characterization of the plasma proteomic profile of dual trajectories in cognitive status and physical performance.,2026,Geroscience,Journal Article,plasma_ptn_measured_noncardiac,"PTN among 1301 plasma proteins measured by SomaScan aptamer proteomics, human plasma",not_applicable,irrelevant,,abstract_search
PMID:41303424,41303424,10.3390/ijms262210943,PMC12652421,Low-Abundance Proteomics Reveal Pleiotrophin and Fibroblast Growth Factor-21 as Biomarkers of Metabolic Dysfunction-Associated Steatohepatitis.,2025,Int J Mol Sci,Journal Article,plasma_ptn_measured_noncardiac,"Plasma PTN protein, Olink proteomics, human obese MASLD/MASH cohort",up_vs_control,irrelevant,,abstract_search
PMID:40195413,40195413,10.1038/s41698-025-00879-9,PMC11977001,Plasma proteomic biomarkers predict therapeutic responses in advanced biliary tract cancer patients receiving Camrelizumab plus the GEMOX treatment.,2025,NPJ Precis Oncol,Journal Article,plasma_ptn_measured_noncardiac,"PTN (pleiotrophin) protein in human plasma, biliary tract cancer patients",up_vs_control,irrelevant,,abstract_search
PMID:40274826,40274826,10.1038/s41467-025-59242-y,PMC12022165,Targeted plasma proteomics reveals organ damage signatures of AIDS- and noncommunicable disease-related deaths in people with HIV.,2025,Nat Commun,Journal Article,plasma_ptn_measured_noncardiac,"PTN (pleiotrophin) plasma protein via Olink PEA panel, human PWH cohort (HIV deaths vs survivors/controls)",not_applicable,irrelevant,,abstract_search
PMID:38978645,38978645,10.1101/2024.06.26.24309530,PMC11230312,A proteomic signature of healthspan.,2025,medRxiv,Journal Article; Preprint,plasma_ptn_measured_noncardiac,"Plasma pleiotrophin in a healthspan proteomic signature, human cohort",not_applicable,irrelevant,PTN recurs across ageing/longevity plasma proteomic signatures - a competing non-cardiac explanation for circulating PTN.,fulltext_scan
PMID:38271258,38271258,10.1093/infdis/jiae039,,Identification of CCL20 as a Prognostic Predictor for Severe Fever With Thrombocytopenia Syndrome Based on Plasma Proteomics.,2024,J Infect Dis,Journal Article,plasma_ptn_measured_noncardiac,"Pleiotrophin, plasma, human (Olink proteomics), SFTS patients",not_applicable,irrelevant,,abstract_search
PMID:36829233,36829233,10.1186/s12931-023-02364-y,PMC9950694,Targeted plasma proteomics reveals signatures discriminating COVID-19 from sepsis with pneumonia.,2023,Respir Res,Journal Article,plasma_ptn_measured_noncardiac,"PTN (pleiotrophin) among 276 plasma proteins, plasma, human COVID-19/sepsis/pneumonia patients and controls",not_applicable,irrelevant,,abstract_search
PMID:38057571,38057571,10.1038/s41586-023-06802-1,PMC10700136,Organ aging signatures in the plasma proteome track health and disease.,2023,Nature,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",plasma_ptn_measured_noncardiac,"Plasma pleiotrophin, SomaScan organ-aging proteome, human population cohorts",up_vs_control,irrelevant,"PTN is an early-changing plasma ageing marker attributed to arterial/brain pericytes, smooth muscle and fibroblasts - a non-cardiac systemic source.",fulltext_scan
PMID:36333824,36333824,10.1111/acel.13736,PMC9741503,Plasma proteomic signature of decline in gait speed and grip strength.,2022,Aging Cell,Journal Article,plasma_ptn_measured_noncardiac,"Plasma pleiotrophin (aptamer-based assay) in human community-dwelling adults, associated with gait speed/grip strength decline",not_applicable,irrelevant,,abstract_search
PMID:34177897,34177897,10.3389/fimmu.2021.650465,PMC8226183,"Unbiased Analysis of Temporal Changes in Immune Serum Markers in Acute COVID-19 Infection With Emphasis on Organ Failure, Anti-Viral Treatment, and Demographic Characteristics.",2021,Front Immunol,"Journal Article; Research Support, N.I.H., Extramural",plasma_ptn_measured_noncardiac,"Pleiotrophin, serum, Olink proteomics, human COVID-19 patients",not_applicable,irrelevant,,abstract_search
PMID:34247888,34247888,10.1016/j.arcmed.2021.06.005,,"Pleiotrophin Serum Level is Increased in Relapsing-Remitting Multiple Sclerosis and Correlates With Sex, BMI and Treatment.",2021,Arch Med Res,"Journal Article; Research Support, Non-U.S. Gov't",plasma_ptn_measured_noncardiac,"PTN serum levels, ELISA, human RRMS patients and healthy controls",up_vs_control,irrelevant,,abstract_search
PMID:33089916,33089916,10.1111/acel.13250,PMC7681045,"Plasma proteomic profile of age, health span, and all-cause mortality in older adults.",2020,Aging Cell,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",plasma_ptn_measured_noncardiac,"Pleiotrophin (PTN), plasma, human (SomaScan proteomics), associated with chronological age",not_applicable,irrelevant,,abstract_search
PMID:32153561,32153561,10.3389/fimmu.2020.00110,PMC7046794,Association of Midkine and Pleiotrophin Gene Polymorphisms With Systemic Lupus Erythematosus Susceptibility in Chinese Han Population.,2020,Front Immunol,"Journal Article; Research Support, Non-U.S. Gov't",plasma_ptn_measured_noncardiac,"Plasma pleiotrophin (PTN) and midkine (MK), human, in SLE patients vs healthy controls",up_vs_control,irrelevant,,abstract_search
PMID:30635982,30635982,10.1111/jcmm.14116,PMC6378201,Serum pleiotrophin as a diagnostic and prognostic marker for small cell lung cancer.,2019,J Cell Mol Med,"Journal Article; Research Support, Non-U.S. Gov't",plasma_ptn_measured_noncardiac,"Serum PTN protein, human, small cell lung cancer patients vs benign lung disease/healthy volunteers",up_vs_control,irrelevant,,abstract_search
PMID:31662522,31662522,10.21873/invivo.11688,PMC6899099,"Evaluation of Serum Biomarkers (FGF-2, HGF, MIF and PTN) in Patients With Testicular Germ Cell Cancer.",2019,In Vivo,Journal Article,plasma_ptn_measured_noncardiac,"Serum PTN, ELISA, human testicular germ cell cancer patients vs healthy men",no_difference,irrelevant,,abstract_search
